author	birth	death	origin
Joseph Diescho	1955	*	SW Africa/Namibia
Jovan Nikolic'	1955	*	Yugoslavia/Germany
Julian Turner	1955	*	England
Klas Östergren	1955	*	Sweden
Léa Linster	1955	*	Luxembourg
Les Wicks	1955	*	Australia
Leszek Engelking	1955	*	Poland
Linda Jaivin	1955	*	US/Australia
Lisa Castel	1955	*	Angola
Lisa Greenwood	1955	*	N Zealand
Lisa See	1955	*	France
Liu Xiaobo	1955	2017	China
Lloyd Jones	1955	*	N Zealand
Lorae Parry	1955	*	N Zealand
Lynne Truss	1955	*	England
Makeda Silvera	1955	*	Jamaica/Canada
Marilyn Chin	1955	*	Hong Kong/US
Martin R. Dean	1955	*	Switzerland
Mary Karr	1955	*	US
Maryam Mahboob	1955	*	Afghanistan/Canada
Mia Couto	1955	*	Mozambique
Michael Burleigh	1955	*	England
Miguel Esteves Cardoso	1955	*	Portugal/England
Miles Tredinnick	1955	*	England
Mo Yan	1955	*	China
Nelson Castro	1955	*	Argentina
Nick Dear	1955	*	England
Omar Fetmouche	1955	*	Algeria
Oscar Núñez Oliva	1955	*	Costa Rica
Osonye Tess Onwueme	1955	*	Nigeria
Pam Scheunemann	1955	*	US
Pat Murphy	1955	*	US
Paul J. McAuley	1955	*	England
Paul Stewart	1955	*	England
Paul Tiyambe Zeleza	1955	*	Nyasaland/Malawi
Paula Green	1955	*	N Zealand
Paulina Chiziane	1955	*	Mozambique
Peter Lerangis	1955	*	US
Peter Rose	1955	*	Australia
Pétur Þorsteinsson	1955	*	Iceland
Philip Carr-Gomm	1955	*	England
Pinky Agnew	1955	*	N Zealand
Ray Buttigieg	1955	*	Malta/US
Regina Yaou	1955	2017	Ivory Coast
Remi Sonaiya	1955	*	Nigeria
Rosalie Ham	1955	*	Australia
Roseanne A. Brown	1955	*	Ghana/US
Said Yaktine	1955	*	Morocco
Serge Venturini	1955	*	France
Shreekumar Varma	1955	*	India
Sigrún Davíðsdóttir	1955	*	Iceland/England
Sigurður Sigurjónsson	1955	*	Iceland
Siri Hustvedt	1955	*	US
Stefán Jón Hafstein	1955	*	Iceland
Stephen Kuusisto	1955	*	US
Steve Berry	1955	*	US
Steven Brust	1955	*	US
Stig Larsson	1955	*	Sweden
Suzanne Weyn	1955	*	US
Terje Dragseth	1955	*	Norway
Terry Ehret	1955	*	US
Tony Eprile	1955	*	S Africa/US
Véronique Tadjo	1955	*	France/Ivory Coast
Viktor Arnar Ingólfsson	1955	*	Iceland
Vivienne Plumb	1955	*	N Zealand
Vladimir Sorokin	1955	*	USSR/Russia
Wang Xufeng	1955	*	China
Will Shetterly	1955	*	US
Yaba Badoe	1955	*	Ghana/England
Yusuf Abu Rayya	1955	2009	Egypt
Zhang Haidi	1955	*	China
Zheng Yuanjie	1955	*	China
Zlatko Topcvic'	1955	*	Yugoslavia/Bosnia-Herzegovina
Adam Thorpe	1956	*	England
Alicia Scott	1956	*	US
Amitav Ghosh	1956	*	India
Amma Darko	1956	*	Gold Coast/Ghana
Ammiel Alcalay	1956	*	US
Ana Luísa Amaral	1956	*	Portugal
Andrea Levy	1956	2019	England
Andrew Jefford	1956	*	England/France
Anne French	1956	*	N Zealand
Annie Finch	1956	*	US
Arthur Japin	1956	*	Netherlands
Barbara Biggs	1956	*	Australia
Binwell Sinyangwe	1956	*	Zambia
C. Johan Bakkes	1956	*	S Africa
Camille Martin	1956	*	US/Canada
Carol Higgins Clark	1956	*	US
Carol Weston	1956	*	US
Carrie Fisher	1956	2016	US
Chenjerai Hove	1956	2015	S Rhodesia/Zimbabwe
Chitra Banerjee Divakaruni	1956	*	India/US
Chris Impey	1956	*	Scotland/US
Cynthia Kadohata	1956	*	US
David Sedaris	1956	*	US
Elizabeth Nannestad	1956	*	N Zealand
Emil Andreev	1956	*	Bulgaria
Emil Andreev	1956	*	Bulgaria
Eric Gamalinda	1956	*	Philippines
Fatna El Bouih	1956	*	Morocco
Fern G. Z. Carr	1956	*	Canada
Francis Mallmann	1956	*	Argentina
Fulvio Melia	1956	*	Italy/US
Gilbert G. Groud	1956	*	Ivory Coast/Switzerland
Gillian Bradshaw	1956	*	US
Gisèle Pineau	1956	*	France/Guadeloupe
Gu Cheng	1956	1993	China
Hajasoa Vololona Picard	1956	*	Mozambique/Réunion
Halldór Guðmundsson	1956	*	Iceland
Harry Kalmer	1956	2019	S Africa
Haydar Ergülen	1956	*	Turkey
He Qinglian	1956	*	China
Herbert L. Becker	1956	*	US
Hugh Cook	1956	2008	N Zealand
Ian Bone	1956	*	Australia
Ian McMillan	1956	*	England
Ian R. MacLeod	1956	*	England
Inger Edelfeldt	1956	*	Sweden
Ingvar Ambjørnsen	1956	*	Norway
Ísak Harðarson	1956	*	Iceland
Jack Womack	1956	*	US
Jacqueline Jules	1956	*	US
James Belich	1956	*	N Zealand
James Bovard	1956	*	US
Jean "Binta" Breeze	1956	2021	Jamaica
Jeremy John Beadle	1956	1995	England
Joachim Bartholomae	1956	*	Germany
Joan Hambidge	1956	*	S Africa
Joan Metelerkamp	1956	*	S Africa
Joan Slonczewski	1956	*	US
John Godber	1956	*	England
Jonathan Kaufman	1956	*	US
Juan Villoro	1956	*	Mexico
Judith Beveridge	1956	*	England/Australia
Julia Barrow	1956	*	England
Julianne Schultz	1956	*	Australia
Kalin Iliev	1956	*	Bulgaria
Karen Maitland	1956	*	England
Kate Thompson	1956	*	England/Ireland
Katherine Applegate	1956	*	US
Katherine Applegate	1956	*	US
Kathleen Peirce	1956	*	US
Kazushi Hosaka	1956	*	Japan
Kerry Reed-Gilbert	1956	2019	Australia
Khal Torabully	1956	*	Mauritius/France
Khoo Kheng-Hor	1956	*	Malaya/Malaysia
Koumanthio Zeinab Diallo	1956	*	Guinea
Lale Müldür	1956	*	Turkey/Belgium
Leonie Frieda	1956	*	Sweden/England
Lesley Glaister	1956	*	England
Leslie Adrienne Miller	1956	*	US
Liu Xinglong	1956	*	China
Ljiljana Smajlovic'	1956	*	Yugoslavia/Bosnia and Herzegovina
Luiz Duarte da Rocha	1956	*	Brazil
Lynne Rae Perkins	1956	*	US
Mahbod Seraji	1956	*	Iran/US
Malidoma Patrice Somé	1956	2021	Burkina Faso/US
Marie Hermanson	1956	*	Sweden
Marijn Backer	1956	*	Netherlands
Martin Crimp	1956	*	England
Martin J. Goodman	1956	*	England
Matthew Francis	1956	*	England/Wales
Meg Rosoff	1956	*	US/England
Mekkawi Said	1956	2017	Egypt
Michele Leggott	1956	*	N Zealand
Mircea Caurtaurescu	1956	*	Romania
Moussa Ould Ebnou	1956	*	Mauritania
Nabil Farouk	1956	2020	Egypt
Nathaniel Philbrick	1956	*	US
Olav Rune Ekeland Bastrup	1956	*	Norway
Pam Withers	1956	*	US/Canada
Patricia Cornwell	1956	*	US
Peter Benson	1956	*	England
Petra Morsbach	1956	*	Switzerland/Germany
Philip Begho	1956	*	Nigeria
Philip Kerr	1956	2018	Scotland/England
R. Barri Flowers	1956	*	US
Rafael Ábalos	1956	*	Spain
Richard Bean	1956	*	England
Richard Zimler	1956	*	US
Robert Edric	1956	*	England
Rosalía Arteaga	1956	*	Ecuador
Rosemary Edghill	1956	*	US
Rudra Mohammad Shahidullah	1956	1991	E Pakistan/Bangladesh
Rune Belsvik	1956	*	Norway
S. K. Kelen	1956	*	Australia
Samuel Shimon	1956	*	Iraq
Sarah Springman	1956	*	England
Sarojini Sahoo	1956	*	India
Scholastique Mukasonga	1956	*	Rwanda/France
Shashi Tharoor	1956	*	India
Simon Fanshawe	1956	*	England
Stephen Elboz	1956	*	England
Sujata Bhatt	1956	*	India
Susan Lewis	1956	*	England
Susanne Antonetta	1956	*	US
T. R. Pearson	1956	*	US
Tessa Hadley	1956	*	England
Tim Lucas	1956	*	US
Tom Hanks	1956	*	US
Ulrich Peltzer	1956	*	Germany
Uma Krishnaswami	1956	*	India
Valerie Bloom	1956	*	Jamaica/England
Whyghtone Kamthunzi	1956	2000	Nyasaland/Malawi
Zhang Wei	1956	*	China
Abbas Maroufi	1957	*	Iran/Germany
Aïcha Fofana	1957	2003	Mali
Alaa Al Aswany	1957	*	Egypt
Alan Jefferies	1957	*	Australia
Albena Stambolova	1957	*	Bulgaria
Alex Sánchez	1957	*	Mexico/US
Alexey Slapovsky	1957	*	USSR/Russia
Alfred Taban	1957	2019	Sudan
Ananda Devi	1957	*	Mauritius
Andrea Cheng	1957	2015	US
Andrus Rõuk	1957	*	USSR/Estonia
Angela Elwell Hunt	1957	*	US
Anne B. Ragde	1957	*	Norway
Anne B. Ragde	1957	*	Norway
Annie Jay	1957	*	France
Anthony Lawrence	1957	*	Australia
Azouz Begag	1957	*	France
Barolong Seboni	1957	*	Botswana
Bill (William) Direen	1957	*	N Zealand
Bruce Larkin	1957	*	US
C. S. Friedman	1957	*	US
Charlotte Voake	1957	*	Wales/England
Chi Li	1957	*	China
Claudia Emerson	1957	2014	US
Cyrus Cassells	1957	*	US
Daína Chaviano	1957	*	Cuba/US
Dan Roodt	1957	*	S Africa
David Kessler	1957	*	England
Diphete Bopape	1957	*	S Africa
Doina Ru	1957	*	Romania
Dusvan T. Batakovic'	1957	2017	Yugoslavia/Serbia
Edward J. Delaney	1957	*	US
Faouzia Aloui	1957	*	Tunisia
Fawziyya al-Sindi	1957	*	Bahrain
Finn Øglænd	1957	*	Norway
Frank Miller	1957	*	US
Gor Masaki	1957	*	Japan
Gra Miller	1957	2009	Poland/Italy
Gra Wojcieszko	1957	*	Poland
Guðmundur Andri Thorsson	1957	*	Iceland
Guy de la Bédoyère	1957	*	England
Helen Simpson	1957	*	England
Hervé Le Tellier	1957	*	France
Hiroshi Mori	1957	*	Japan
Honorine Ngou	1957	*	Gabon
Ivan Vladislavic'	1957	*	S Africa
Jan Knudsen	1957	*	Norway
Jeff Noon	1957	*	England
Jennifer Archer	1957	*	US
Jerry Ordway	1957	*	US
Jo Brand	1957	*	England
John Barnes	1957	*	US
John M. Ford	1957	2006	US
K Suzuki	1957	*	Japan
Kathryn Reiss	1957	*	US
Liz Miller	1957	*	England
Louise Crisp	1957	*	Australia
Malcolm Guite	1957	*	Nigeria/England
Maria Arbatova	1957	*	USSR/Russia
Marie-Christine Koundja	1957	*	Chad
Mark Granier	1957	*	England/Ireland
Mark Roeder	1957	*	England/Australia
Martha Kearney	1957	*	Ireland/England
Martín Caparrós	1957	*	Argentina
Martín Espada	1957	*	US
Maya Arriz Tamza	1957	*	Algeria/France
Melanie Rae Thon	1957	*	US
Michael A. Stackpole	1957	*	US
Michael Hofmann	1957	*	Germany/US
Michael Zadoorian	1957	*	US
Michelle de Kretser	1957	*	Ceylon/Australia
Milan Parosvki	1957	*	Yugoslavia/Serbia
Mitchell Symons	1957	*	England
Mor Altshuler	1957	*	Israel
Mubarkah Bent al-Barra	1957	*	Mauritania
Mubarkah Bent al-Barra	1957	*	Mauritania
Nicholas Shakespeare	1957	*	England
Nick Cave	1957	*	Australia
Nu Nu Yi	1957	*	Burma/Myanmar
Peter Armstrong	1957	*	England
Peter Høeg	1957	*	Denmark
Quentin Willson	1957	*	England
Rajae Benchemsi	1957	*	Morocco
Riana Scheepers	1957	*	S Africa
Rita Williams-Garcia	1957	*	US
Riwia Brown	1957	*	N Zealand
Robert Harris	1957	*	England
Robert Hutchinson	1957	*	US
Roger MacBride Allen	1957	*	US
Sabin Willett	1957	*	US
Saeko Himuro	1957	2008	Japan
Sarah Mkhonza	1957	*	Swaziland/US
Shahriar Mandanipour	1957	*	Iran/US
Shimmer Chinodya	1957	*	S Rhodesia/Zimbabwe
Sigurlaugur Elíasson	1957	*	Iceland
Simon McBurney	1957	*	England
Sorin Antohi	1957	*	Romania
Stella Tillyard	1957	*	England/US
Stephen Baxter	1957	*	England
Stephen Fry	1957	*	England
Steve Miller	1957	*	US
Sue Lenier	1957	*	England
Susanna Tamaro	1957	*	Italy
T. D. Jakes	1957	*	US
Tad Williams	1957	*	US
Tamri Pkhakadze	1957	*	USSR/Georgia
Tessa Dahl	1957	*	England
Theo van Gogh	1957	2004	Netherlands
Tie Ning	1957	*	China
Ulrich Karger	1957	*	Germany
Ungulani Ba Ka Khosa	1957	*	Mozambique
Unni Lindell	1957	*	Norway
Valentin Fortunov	1957	2014	Bulgaria
Violeta Ivkovic'	1957	*	Yugoslavia/Serbia
W. Andrew Robinson	1957	*	England
Walter Moers	1957	*	Germany
Zhang Ling	1957	*	China
Zighen Aym	1957	*	Algeria/US
Zsófia Bán	1957	*	Brazil/Hungary
Zurab Karumidze	1957	*	USSR/Georgia
Zvivojin Tamburic'	1957	*	Yugoslavia/Serbia
Abdulai Silá	1958	*	Guinea-Bissau
Achim Schwarze	1958	*	Germany
Alessandro Baricco	1958	*	Italy
Allen Steele	1958	*	US
Allison Hedge Coke	1958	*	US
Allison Hedge Coke	1958	*	US
Amina Mama	1958	*	Nigeria/US
Aminta Buenaño	1958	*	Ecuador
Angharad Tomos	1958	*	Wales
Ann-Marie MacDonald	1958	*	Canada
Annabel Langbein	1958	*	N Zealand
Anne Holt	1958	*	Norway
Auður Ava Ólafsdóttir	1958	*	Iceland
Barnaba Zingani	1958	*	Nyasaland/Malawi
Benjamin Zephaniah	1958	*	England
Blanca Castellón	1958	*	Nicaragua
Carmen Firan	1958	*	Romania/US
Caryl Phillips	1958	*	Saint Kitts and Nevis/US
Charles Onyango-Obbo	1958	*	Uganda
Chen Danyan	1958	*	China
Christopher Kelen	1958	*	Australia
Cornelia Funke	1958	*	Germany
David Belbin	1958	*	England
David Davidar	1958	*	India
Dea Birkett	1958	*	England
Deborah Joy Corey	1958	*	Canada
Debra Adelaide	1958	*	Australia
Deon Meyer	1958	*	S Africa
Dulce Braga	1958	*	Angola/Brazil
Ebrahim Nabavi	1958	*	Iran
Elísabet Jökulsdóttir	1958	*	Iceland
Enrique Moya	1958	*	Venezuela
Farida Belghoul	1958	*	Algeria/France
Fouad Laroui	1958	*	Morocco/Netherlands
Frank Beddor	1958	*	US
Freedom Nyamubaya	1958	2015	S Rhodesia/Zimbabwe
G. P. Taylor	1958	*	England
Gad Ami	1958	*	Togo
Gary D. Robson	1958	*	US
Gcina Mhlophe	1958	*	S Africa
Geling Yan	1958	*	China/US
Geoff Dyer	1958	*	England/US
Geoffrey Philp	1958	*	Jamaica
George Saunders	1958	*	US
Gordana 	1958	*	Yugoslavia/Serbia
Graeme Base	1958	*	England/Australia
Guillermo Arriaga	1958	*	Mexico
Hasan Ali Topta	1958	*	Turkey
Héctor Abad Faciolince	1958	*	Colombia
Helen Fielding	1958	*	England
Hélène Dorion	1958	*	Canada
Hiromi Kawakami	1958	*	Japan
Ilkka Tuomi	1958	*	Finland
Irvine Welsh	1958	*	Scotland/US
Isabel Ferreira	1958	*	Angola
Isobelle Carmody	1958	*	Australia
James Lasdun	1958	*	England
Jamie Rix	1958	*	England
Joan Riley	1958	*	Jamaica/England
Johanna Sinisalo	1958	*	Finland
John Coy	1958	*	US
John Mahama	1958	*	Ghana
John W. Sexton	1958	*	England/Ireland
Jonathan Bate	1958	*	England
Joscha Remus	1958	*	Germany
Judy Croome	1958	*	S Africa
Juliet Barker	1958	*	England
Karen Attard	1958	*	Australia
Kay Hooper	1958	*	US
Keigo Higashino	1958	*	Japan
Kim Edwards	1958	*	US
Lady Henrietta Spencer-Churchill	1958	*	England
Laura Mullen	1958	*	US
Lee Oser	1958	*	US
Liao Yiwu	1958	*	China
Linda Vilhjálmsdóttir	1958	*	Iceland
Lionel Fogarty	1958	*	Australia
Liu Zhenyun	1958	*	China
Liz Carlyle	1958	*	US
Lorna Hutson	1958	*	Germany/England
Lucia Perillo	1958	2016	US
M. L. Buchman	1958	*	USA
Marcella Polain	1958	*	Singapore/Australia
Marcia Jones	1958	*	US
Margaret Ogola	1958	2011	Kenya
Margaret Smith	1958	*	US
Marina Blagojevic'	1958	2020	Yugoslavia/Serbia
Mario Petrucci	1958	*	England
Marjory Heath Wentworth	1958	*	US
Mark T. Sullivan	1958	*	US
Michael Bracewell	1958	*	England
Michael Crick	1958	*	England
Mira Ku	1958	*	Poland
Mitch Albom	1958	*	US
Modison Salayedvwa Magagula	1958	*	Swaziland
Mohamed Diriye Abdullahi	1958	*	Somalia/Canada
Mohammad Rauf Mehdi	1958	*	Afghanistan/Iran
Moinul Ahsan Saber	1958	*	Bangladesh
Nadia Yassine	1958	*	Morocco
Nega Mezlekia	1958	*	Ethiopia/Canada
Neil deGrasse Tyson	1958	*	US
Nicolaas Vergunst	1958	*	S Africa
Ólína Þorvarðardóttir	1958	*	Iceland
Paul Adam	1958	*	England
Paul Hetherington	1958	*	Australia
Paulo Lins	1958	*	Brazil
Ratko Dmitrovic'	1958	*	Yugoslavia/Serbia
Robert Citino	1958	*	US
Robin Llywelyn	1958	*	Wales
Robyn Eckersley	1958	*	Australia
Roddy Doyle	1958	*	Ireland
Rodica Bretin	1958	*	Romania
Roma Potiki	1958	*	N Zealand
Saifuddin Jalal	1958	*	Afghanistan
Salima Ghezali	1958	*	Algeria
Sarah Day	1958	*	England/Australia
Sarah Lindsay	1958	*	US
Saviour Pirotta	1958	*	Malta/England
Scott Shaw	1958	*	US
Shaun Hutson	1958	*	England
Sigrún Edda Björnsdóttir	1958	*	Iceland
Stefan Haenni	1958	*	Switzerland
Stefan Swanepoel	1958	*	Kenya/US
Steven Herrick	1958	*	Australia
Susan Parisi	1958	*	Canada/Australia
Susan Wiggs	1958	*	US
Svetlana Lukic'	1958	*	Yugoslavia/Serbia
Tijan Sallah	1958	*	Gambia
Torgrim Eggen	1958	*	Norway
Tory Dent	1958	2005	US
Troy Denning	1958	*	US
V. M. Jones	1958	*	N Zealand
Venance Konan	1958	*	Ivory Coast
Víctor Montoya	1958	*	Bolivia
Viggo Mortensen	1958	*	US
Vinko Möderndorfer	1958	*	Yugoslavia/Slovenia
Vlado Zvabot	1958	*	Yugoslavia/Slovenia
Wang Shuo	1958	*	China
Werner Schwab	1958	1994	Austria
Wilna Adriaanse	1958	*	S Africa
Xinran	1958	*	China/England
Xue Xinran	1958	*	China/England
Yan Lianke	1958	*	China
Youssef Ziedan	1958	*	Egypt
Zhu Xiao Di	1958	*	China
Ali Lmrabet	1959	*	Morocco
Amanda Craig	1959	*	S Africa/England
Amanda Stewart	1959	*	Australia
Amy Yamada	1959	*	Japan
Anders Annerfalk	1959	*	Sweden
András Peto''cz	1959	*	Hungary
Andreas Eschbach	1959	*	Germany
Andreas Mand	1959	*	Germany
Anna Novakov	1959	*	Yugoslavia/US
Annabel Giles	1959	*	Wales/England
Anne Kennedy	1959	*	N Zealand
Anne Landsman	1959	*	S Africa
Barbara Rosiek	1959	1920	Poland
Ben Elton	1959	*	England
Ben Okri	1959	*	Nigeria/England
Benjamin Sehene	1959	*	Rwanda/Uganda
Bernardine Evaristo	1959	*	England
Boban Knezvevic'	1959	*	Yugoslavia/Serbia
Brian P. Cleary	1959	*	US
Caroline Goodall	1959	*	England
Craig Paterson	1959	*	Scotland
Dave Freer	1959	*	S Africa/Australia
David Shannon	1959	*	US
Dawn-Michelle Baude	1959	*	US
Debbie Dadey	1959	*	US
Debi Gliori	1959	*	Scotland
Deborah Ashby	1959	*	England
Deborah Burrows	1959	*	Australia
Deborah Levy	1959	*	S Africa/England
Dejan Ajdacvic'	1959	*	Yugoslavia/Ukraine
Dejan Stojanovic'	1959	*	Yugoslavia/Serbia
Dejan Stojanovic'	1959	*	Yugoslavia/US
Dougie Brimson	1959	*	England
Elizabeth Knox	1959	*	N Zealand
Eric Schlosser	1959	*	US
Felipe Pigna	1959	*	Argentina
Feri Lainsvcvek	1959	*	Yugoslavia/Slovenia
Flore Hazoumé	1959	*	Republic of the Congo/Ivory Coast
Fodil Mezali	1959	*	Algeria
Frank Cottrell-Boyce	1959	*	England
Gamal Nkrumah	1959	*	Ghana/Egypt
Gerina Dunwich	1959	*	US
Gordana Vlajic'	1959	*	Yugoslavia/Serbia
Gregg Olsen	1959	*	US
Gwyneth Lewis	1959	*	Wales
Hallgrímur Helgason	1959	*	Iceland
Hanne Bramness	1959	*	Norway
Hilary McKay	1959	*	England
Hugh Aldersey-Williams	1959	*	England
Hugh Laurie	1959	*	England
Hugh Pym	1959	*	England
Ian Penman	1959	*	England
Ifeoma Onyefulu	1959	*	Nigeria/England
James Runcie	1959	*	England
Jeanette Winterson	1959	*	England
Jelena Lengold	1959	*	Serbia
John Newton	1959	*	N Zealand
John Nkemngong Nkengasong	1959	*	Cameroon
Jon Fosse	1959	*	Norway
Josephine Balmer	1959	*	England
Juan Forn	1959	2021	Argentina
Judith Flanders	1959	*	England
Karyn Hay	1959	*	N Zealand
Kate Thompson	1959	*	N Ireland/Ireland
Kevin Brook	1959	*	England
Koulsy Lamko	1959	*	Chad/Mexico
Kurt Boone	1959	*	US
Kyoichi Katayama	1959	*	Japan
Lasana M. Sekou	1959	*	Saint-Martin/Sint Maarten
Laura Lippman	1959	*	US
Leigh Blackmore	1959	*	Australia
Linda Little	1959	*	Canada
Lindsay Ashford	1959	*	England
Louise Wallace	1959	*	N Zealand
Luc Besson	1959	*	France
Lynn Toler	1959	*	US
Maggie Alderson	1959	*	England/Australia
Mahi Binebine	1959	*	Morocco
Marcelo Gleiser	1959	*	Brazil
Margaret Murphy	1959	*	England
Maria Ernestam	1959	*	Sweden
Marie Béatrice Umutesi	1959	*	Rwanda/Belgium
Markus Hediger	1959	*	Switzerland
Martin Rowson	1959	*	England
Martina Cole	1959	*	England
Maryline Desbiolles	1959	*	France
Matthew Stadler	1959	*	US
Maureen F. McHugh	1959	*	US
Meg Waite Clayton	1959	*	US
Meralda Warren	1959	*	Pitcairn Is
Merlinda Bobis	1959	*	Philippines/Australia
Michael White	1959	2018	England/Australia
Mikael Niemi	1959	*	Sweden
Mike Ladd	1959	*	Australia
Monique Ilboudo	1959	*	Burkina Faso
Neal Stephenson	1959	*	US
Örn Árnason	1959	*	Iceland
Othmane Senadjki	1959	2010	Algeria
Paul Conneally	1959	*	England
Paula Yates	1959	2000	Wales/England
Peter Andrej	1959	*	Yugoslavia/Slovenia
Peter Blauner	1959	*	US
Peter Schechter	1959	*	Italy/US
Philip Hodgins	1959	1995	Australia
Piers Bizony	1959	*	England
R. A. Salvatore	1959	*	US
Rachel Renée Russell	1959	*	US
Rafael Arráiz Lucca	1959	*	Venezuela
Richard Kemp	1959	*	England
Robert Greene	1959	*	US
Robin Llwyd ab Owain	1959	*	Wales
Sadegh Karamyar	1959	*	Iran
Sandra Magsamen	1959	*	US
Sh Fujisawa	1959	*	Japan
Slobodan Antonic'	1959	*	Yugoslavia/Serbia
Sneed B. Collard III	1959	*	US
Sophie Grigson	1959	*	England
Steve Alten	1959	*	US
Susanna Clarke	1959	*	England
Suzanne Francis	1959	*	England
Tami Hoag	1959	*	US
Tatjana Lukic'	1959	2008	Yugoslavia/Australia
Tibor Fischer	1959	*	England
Tim Jones	1959	*	N Zealand
Tom Egeland	1959	*	Norway
Tsitsi Dangarembga	1959	*	S Rhodesia/Zimbabwe
Unity Dow	1959	*	Botswana
Vigdis Hjorth	1959	*	Norway
Wayne Federman	1959	*	US
Yusuke Kishi	1959	*	Japan
Zdravka Evtimova	1959	*	Bulgaria
Þorgrímur Þráinsson	1959	*	Iceland
Aaron Allston	1960	2014	US
Abimbola Lagunju	1960	*	Nigeria/Portugal
Adam Aitken	1960	*	England/Australia
Akio Nakamori	1960	*	Japan
Alex Kava	1960	*	US
Alison Wong	1960	*	N Zealand
Amir Taj al-Sir	1960	*	Sudan/Qatar
Ana de Santana	1960	*	Angola
Andrew Graham-Dixon	1960	*	England
Andrzej Stasiuk	1960	*	Poland
April De Angelis	1960	*	England
ArLynn Leiber Presser	1960	*	US
Ata Nahai	1960	*	Iran
Bachtyar Ali	1960	*	USSR/Germany
Carlos Lopes	1960	*	Guinea-Bissau
Carole Matthews	1960	*	England
Carole Mortimer	1960	*	England
Caroline Dubois	1960	*	France
Catherine Barnett	1960	*	US
Catherine Bateson	1960	*	Australia
Catherine Samali Kavuma	1960	*	Uganda
Cezary Gero	1960	1998	Poland
Christopher Villiers	1960	*	England
Claudia Piñeiro	1960	*	Argentina
Cristina Marcano	1960	*	Venezuela
Cvetka Bevc	1960	*	Yugoslavia/Slovenia
Dafydd ab Hugh	1960	*	Wales
Daniel Silva	1960	*	US
Dave Pelzer	1960	*	US
David Baldacci	1960	*	US
Deborah Ellis	1960	*	Canada
Dele Momodu	1960	*	Nigeria
Deyan Enev	1960	*	Bulgaria
Dipti Saravanamuttu	1960	*	Sri Lanka/Australia
Eduardo Montes-Bradley	1960	*	Argentina/US
Edward St Aubyn	1960	*	England
Ellen Hinsey	1960	*	US
Ellen Potter	1960	*	US
Elvis McGonagall	1960	*	Scotland
Eric Brown	1960	*	England
Éric-Emmanuel Schmitt	1960	*	France/Belgium
Ethan Canin	1960	*	US
Frieda Hughes	1960	*	England/Australia
Frode Grytten	1960	*	Norway
Fuyumi Ono	1960	*	Japan
George Elliott Clarke	1960	*	Canada
Grayson Perry	1960	*	England
Gustavo Dourado	1960	*	Brazil
H. L. Hix	1960	*	US
Heiki Vilep	1960	*	Estonia
Hossein Sanapour	1960	*	Iran
Ian Rankin	1960	*	Scotland
Indran Amirthanayagam	1960	*	Ceylon/US
Ira Ishida	1960	*	Japan
Isabel Stilwell	1960	*	Portugal
István Péter Németh	1960	*	Hungary
Jane Johnson	1960	*	England/Morocco
Jasmina Mihajlovic'	1960	*	Yugoslavia/Serbia
Jeff Smith	1960	*	US
Jenny Bornholdt	1960	*	N Zealand
Jeri Westerson	1960	*	US
Jo Nesbø	1960	*	Norway
Jorge Lanata	1960	*	Argentina
José Eduardo Agualusa	1960	*	Angola/Mozambique
Joseph Henry Joof	1960	*	Gambia
Julie Myerson	1960	*	England
Kate Lilley	1960	*	Australia
Kazuhiro Kiuchi	1960	*	Japan
Kirsty Gunn	1960	*	N Zealand
Kristin Hannah	1960	*	US
Linda Nagata	1960	*	US
Linda Sue Park	1960	*	US
Lori L. Lake	1960	*	US
Maggie Gallagher	1960	*	US
Maguy Kabamba	1960	*	Democratic R of Congo
Mandy Hager	1960	*	N Zealand
Marcus J. Goldman	1960	*	US
Mariam Khutsurauli	1960	*	USSR/Georgia
Mariam Tsiklauri	1960	*	USSR/Georgia
Marine Petrossian	1960	*	Armenia
Mario Bellatin	1960	*	Mexico
Mark Kemp	1960	*	US
Mark Mathabane	1960	*	S Africa
Matthew Kneale	1960	*	England
Michael Jecks	1960	*	England
Michelle Paver	1960	*	England
Mick Jackson	1960	*	England
Miguel Vale de Almeida	1960	*	Portugal
Mihajlo Kazvic'	1960	*	Yugoslavia/Germany
Miles Clark	1960	1993	N Ireland/England
Miyuki Miyabe	1960	*	Japan
Motoko Arai	1960	*	Japan
Najima Rhozali	1960	*	Morocco
Nalo Hopkinson	1960	*	Jamaica/Canada
Narelle Oliver	1960	2016	Australia
Nassim Nicholas Taleb	1960	*	Lebanon
Neil Gaiman	1960	*	England
Oskar Freysinger	1960	*	Switzerland
Øystein Alme	1960	*	Norway
Pamela Freeman	1960	*	Australia
Peter F. Hamilton	1960	*	England
Peter Pisvtvanek	1960	2015	Czechoslovakia/Slovakia
Pham Thi Hoai	1960	*	Vietnam/Germany
Pol Sax	1960	*	Luxembourg/Germany
Prvoslav Vujcic	1960	*	Canada
Raymond Khoury	1960	*	Lebanon
Richard James Allen	1960	*	Australia
Robert J. Sawyer	1960	*	Canada
Roderick Gordon	1960	*	England
Roger Lewis	1960	*	Wales
Roland C. Wagner	1960	2012	France
Sandy Fussell	1960	*	Australia
